,etext,author,book,url
20195,23985,mor jokai,peter the priest,raw/23985/pg23985.txt.utf8
20196,31942,mor jokai,a christian but a roman,raw/31942/pg31942.txt.utf8
20197,17597,mor jokai,halil the pedlar a tale of old stambul,raw/17597/pg17597.txt.utf8
20198,22757,mor jokai,debts of honor,raw/22757/pg22757.txt.utf8
20199,18708,mor jokai,dr dumanys wife,raw/18708/pg18708.txt.utf8
20200,16614,john joly,the birthtime of the world and other scientific essays,raw/16614/pg16614.txt.utf8
20201,13549,henri jomini,the art of war,raw/13549/pg13549.txt.utf8
20202,14357,abel j abel john jones,rudolph eucken  a philosophy of life,raw/14357/pg14357.txt.utf8
20203,42816,alice ilgenfritz jones,unveiling a parallel  a romance,raw/42816/pg42816.txt.utf8
20204,28594,b w jones,the peanut plant its cultivation and uses,raw/28594/pg28594.txt.utf8
20205,30454,bascom jones,blind spot,raw/30454/pg30454.txt.utf8
20206,37151,burt jones,habits haunts and anecdotes of the moose and illustrations from life,raw/37151/pg37151.txt.utf8
20207,22236,edward smyth jones,flag of the free,raw/22236/pg22236.txt.utf8
20208,26036,edward smyth jones,the sylvan cabin a centenary ode on the birth of lincoln and other verse,raw/26036/pg26036.txt.utf8
20209,9978,enid bagnold jones,the happy foreigner,raw/9978/pg9978.txt.utf8
20210,31124,enid bagnold jones,a diary without dates,raw/31124/pg31124.txt.utf8
20211,27271,henry arthur jones,dolly reforming herself  a comedy in four acts,raw/27271/pg27271.txt.utf8
20212,29333,henry paul mainwaring jones,war letters of a publicschool boy,raw/29333/pg29333.txt.utf8
20213,29055,hugh jones,the present state of virginia,raw/29055/pg29055.txt.utf8
20214,31224,j knox jones,geographic distribution of the pocket mouse perognathus fasciatus,raw/31224/pg31224.txt.utf8
20215,31679,j knox jones,north american yellow bats dasypterus and a list of the named kinds of the genus lasiurus gray,raw/31679/pg31679.txt.utf8
20216,33211,j lloyd jenkin lloyd jones,an artillerymans diary,raw/33211/pg33211.txt.utf8
20217,37864,jesse h jones,know the truth a critique of the hamiltonian theory of limitation,raw/37864/pg37864.txt.utf8
20218,31087,john beauchamp jones,a rebel war clerks diary at the confederate states capital,raw/31087/pg31087.txt.utf8
20219,13077,john beauchamp jones,wild western scenes  a narrative of adventures in the western wilderness wherein the  exploits of daniel boone the great american pioneer are particularly  described,raw/13077/pg13077.txt.utf8
20220,28117,john p john peter jones,india its life and thought,raw/28117/pg28117.txt.utf8
20221,28529,john jones,an impartial narrative of the most important engagements which took place between his majestys forces and the rebels during the irish rebellion 1798,raw/28529/pg28529.txt.utf8
20222,33873,mabel cronise jones,dollys college experiences,raw/33873/pg33873.txt.utf8
20223,32521,may farinholt jones,keepwell stories for little folks,raw/32521/pg32521.txt.utf8
20224,26906,neil ronald jones,the jameson satellite,raw/26906/pg26906.txt.utf8
20225,24067,paul jones,hidden from the prudent  the 7th william penn lecture may 8 1921,raw/24067/pg24067.txt.utf8
20226,26093,raymond f raymond fisher jones,the memory of mars,raw/26093/pg26093.txt.utf8
20227,22526,raymond f jones,cubs of the wolf,raw/22526/pg22526.txt.utf8
20228,32687,raymond f jones,the colonists,raw/32687/pg32687.txt.utf8
20229,28118,raymond f jones,the great gray plague,raw/28118/pg28118.txt.utf8
20230,24934,rufus matthew jones,spiritual reformers in the 16th  17th centuries,raw/24934/pg24934.txt.utf8
20231,27209,susan carleton jones,the la chance mine mystery,raw/27209/pg27209.txt.utf8
20232,27700,thomas s thomas samuel jones,the rosejar,raw/27700/pg27700.txt.utf8
20233,41392,u j uriah james jones,history of the early settlement of the juniata valley  embracing an account of the early pioneers and the trials and privations incident to the settlement of the valley,raw/41392/pg41392.txt.utf8
20234,16835,w tudor william tudor jones,an interpretation of rudolf euckens philosophy,raw/16835/pg16835.txt.utf8
20235,43419,walter jones,jiglets  a series of sidesplitting gyrations reeled off,raw/43419/pg43419.txt.utf8
20236,3771,ben jonson,cynthias revels or the fountain of selflove,raw/3771/pg3771.txt.utf8
20237,5166,ben jonson,the poetaster,raw/5166/pg5166.txt.utf8
20238,4039,ben jonson,volpone or the fox,raw/4039/pg4039.txt.utf8
20239,3694,benjamin jonson,every man in his humour,raw/3694/pg3694.txt.utf8
20240,9469,d s david starr jordan,the call of the twentieth century an address to young men,raw/9469/pg9469.txt.utf8
20241,4755,d s david starr jordan,california and the californians,raw/4755/pg4755.txt.utf8
20242,4754,david starr jordan,the philosophy of despair,raw/4754/pg4754.txt.utf8
20243,18462,david starr jordan,the story of the innumerable company and other sketches,raw/18462/pg18462.txt.utf8
20244,34189,edwin oakes jordan,food poisoning,raw/34189/pg34189.txt.utf8
20245,41328,elizabeth garver jordan,may iversons career,raw/41328/pg41328.txt.utf8
20246,31471,elizabeth garver jordan,the girl in the mirror,raw/31471/pg31471.txt.utf8
20247,36993,furneaux jordan,body parentage and character in history  notes on the tudor period,raw/36993/pg36993.txt.utf8
20248,14809,th cent jordanes,the origin and deeds of the goths,raw/14809/pg14809.txt.utf8
20249,30833,ivar jorgensen,the eyes have it,raw/30833/pg30833.txt.utf8
20250,30497,ivar jorgensen,the foreign hand tie,raw/30497/pg30497.txt.utf8
20251,25713,ivar jorgensen,the judas valley,raw/25713/pg25713.txt.utf8
20252,24054,ivar jorgensen,dead giveaway,raw/24054/pg24054.txt.utf8
20253,22767,ivar jorgensen,pagan passions,raw/22767/pg22767.txt.utf8
20254,24521,ivar jorgensen,in case of fire,raw/24521/pg24521.txt.utf8
20255,30308,ivar jorgensen,hanging by a thread,raw/30308/pg30308.txt.utf8
20256,30816,ivar jorgensen,a world by the tale,raw/30816/pg30816.txt.utf8
20257,23960,ivar jorgensen,after a few words,raw/23960/pg23960.txt.utf8
20258,35415,samuel joseph,jewish immigration to the united states from 1881 to 1910  studies in history economics and public law vol lix no 4 1914,raw/35415/pg35415.txt.utf8
20259,23099,henry josephs,the fourth invasion,raw/23099/pg23099.txt.utf8
20260,2849,flavius josephus,against apion,raw/2849/pg2849.txt.utf8
20261,2847,flavius josephus,an extract out of josephuss discourse to the greeks concerning hades,raw/2847/pg2847.txt.utf8
20262,2846,flavius josephus,the life of flavius josephus,raw/2846/pg2846.txt.utf8
20263,29434,flavius josephus,the project gutenberg works of flavius josephus  an index,raw/29434/pg29434.txt.utf8
20264,2850,flavius josephus,the wars of the jews or the history of the destruction of jerusalem,raw/2850/pg2850.txt.utf8
20265,9443,josiah allens wife,samantha among the brethren  volume 1,raw/9443/pg9443.txt.utf8
20266,9446,josiah allens wife,samantha among the brethren  volume 4,raw/9446/pg9446.txt.utf8
20267,18091,josiah allens wife,samantha at the worlds fair,raw/18091/pg18091.txt.utf8
20268,9448,holley josiah allens wife,samantha among the brethren  volume 6,raw/9448/pg9448.txt.utf8
20269,36203,mikls jsika,neath the hoof of the tartar  the scourge of god,raw/36203/pg36203.txt.utf8
20270,42318,phrenological journal,the salem witchcraft the planchette mystery and modern spiritualism  with dr doddridges dream,raw/42318/pg42318.txt.utf8
20271,36692,john henry jowett,the whole armour of god,raw/36692/pg36692.txt.utf8
20272,38328,herbert joyce,the history of the post office  from its establishment down to 1836,raw/38328/pg38328.txt.utf8
20273,4217,james joyce,a portrait of the artist as a young man,raw/4217/pg4217.txt.utf8
20274,2817,james joyce,chamber music,raw/2817/pg2817.txt.utf8
20275,34251,patrick weston joyce,english as we speak it in ireland,raw/34251/pg34251.txt.utf8
20276,9855,mary catherine judd,classic myths,raw/9855/pg9855.txt.utf8
20277,15954,clara ingram judson,mary janeher visit,raw/15954/pg15954.txt.utf8
20278,43753,isabella field judson,cyrus w field his life and work,raw/43753/pg43753.txt.utf8
20279,2603,j m judy,questionable amusements and worthy substitutes,raw/2603/pg2603.txt.utf8
20280,7361,clment juglar,a brief history of panics and their periodical occurrence in the united states,raw/7361/pg7361.txt.utf8
20281,22959,george washington julian,political recollections  1840 to 1872,raw/22959/pg22959.txt.utf8
20282,38155,beatrix jungman,norway,raw/38155/pg38155.txt.utf8
20283,41405,luxemburg junius,the accumulation of capital,raw/41405/pg41405.txt.utf8
20284,22049,j j jean jules jusserand,a literary history of the english people from the origins to the renaissance,raw/22049/pg22049.txt.utf8
20285,38544,gustav just,life of luther  with several introductory and concluding chapters from  general church history,raw/38544/pg38544.txt.utf8
20286,42737,rn juta,the cape peninsula  pen and colour sketches,raw/42737/pg42737.txt.utf8
20287,29256,otto hermann kahn,high finance,raw/29256/pg29256.txt.utf8
20288,29252,otto hermann kahn,war taxation  some comments and letters,raw/29252/pg29252.txt.utf8
20289,5882,james otis kaler,a district messenger boy and a necktie party,raw/5882/pg5882.txt.utf8
20290,31556,james otis kaler,dick in the desert,raw/31556/pg31556.txt.utf8
20291,42327,james otis kaler,peter of new amsterdam  a story of old new york,raw/42327/pg42327.txt.utf8
20292,37647,james otis kaler,the adventures of a country boy at a country fair,raw/37647/pg37647.txt.utf8
20293,10086,james otis kaler,the minute boys of the mohawk valley,raw/10086/pg10086.txt.utf8
20294,43420,james otis kaler,off santiago with sampson,raw/43420/pg43420.txt.utf8
20295,41997,james otis kaler,the light keepers  a story of the united states lighthouse service,raw/41997/pg41997.txt.utf8
20296,44616,james otis kaler,mary of plymouth  a story of the pilgrim settlement,raw/44616/pg44616.txt.utf8
20297,31968,kalidasa,the birth of the wargod a poem by klidsa,raw/31968/pg31968.txt.utf8
20298,24221,stephen a kallis,the untouchable,raw/24221/pg24221.txt.utf8
20299,5321,wassili kandinsky,concerning the spiritual in art,raw/5321/pg5321.txt.utf8
20300,4280,immanuel kant,the critique of pure reason,raw/4280/pg4280.txt.utf8
20301,5682,immanuel kant,fundamental principles of the metaphysic of morals,raw/5682/pg5682.txt.utf8
20302,5684,immanuel kant,the metaphysical elements of ethics,raw/5684/pg5684.txt.utf8
20303,5683,immanuel kant,the critique of practical reason,raw/5683/pg5683.txt.utf8
20304,40562,esther nelson karn,snowflakes,raw/40562/pg40562.txt.utf8
20305,27901,gustav karpeles,jewish literature and other essays,raw/27901/pg27901.txt.utf8
20306,40684,elizabeth karr,the american horsewoman,raw/40684/pg40684.txt.utf8
20307,23462,valerian viliamovich karrik,more russian picture tales,raw/23462/pg23462.txt.utf8
20308,24192,herbert d kastle,the first one,raw/24192/pg24192.txt.utf8
20309,38753,reginald wright kauffman,running sands,raw/38753/pg38753.txt.utf8
20310,38436,reginald wright kauffman,the azure rose  a novel,raw/38436/pg38436.txt.utf8
20311,29562,herbert kaufman,the clock that had no hands  and nineteen other essays about advertising,raw/29562/pg29562.txt.utf8
20312,36160,julia kavanagh,rachel gray,raw/36160/pg36160.txt.utf8
20313,20995,ross kay,fighting in france,raw/20995/pg20995.txt.utf8
20314,14998,ross kay,the go ahead boys and simons mine,raw/14998/pg14998.txt.utf8
20315,562,ross kay,the go ahead boys and the racing motorboat,raw/562/pg562.txt.utf8
20316,30950,ross kay,the go ahead boys and the treasure cave,raw/30950/pg30950.txt.utf8
20317,35483,ross kay,the go ahead boys on smugglers island,raw/35483/pg35483.txt.utf8
20318,15779,sheila kayesmith,joanna godden,raw/15779/pg15779.txt.utf8
20319,28632,james leslie allan kayll,a plea for the criminal  being a reply to dr chapples work the fertility of the  unfit and an attempt to explain the leading principles  of criminological and reformatory science,raw/28632/pg28632.txt.utf8
20320,24690,sargent kayme,antinganting stories and other strange tales of the filipinos,raw/24690/pg24690.txt.utf8
20321,35685,augustus h augustus henry keane,man past and present,raw/35685/pg35685.txt.utf8
20322,31423,william keane,indoor gardening for every week in the year  showing the most successful treatment for all plants cultivated in the greenhouse conservatory stove pit orchid and forcinghouse,raw/31423/pg31423.txt.utf8
20323,23684,john keats,keats poems published in 1820,raw/23684/pg23684.txt.utf8
20324,35698,john keats,letters of john keats to his family and friends,raw/35698/pg35698.txt.utf8
20325,8209,john keats,poems 1817,raw/8209/pg8209.txt.utf8
20326,6963,christine m keck,elson grammar school literature v4,raw/6963/pg6963.txt.utf8
20327,24968,elizabeth keckley,behind the scenes  or thirty years a slave and four years in the white house,raw/24968/pg24968.txt.utf8
20328,10628,annie e keeling,andrew golding a tale of the great plague,raw/10628/pg10628.txt.utf8
20329,13103,annie e keeling,great britain and her queen,raw/13103/pg13103.txt.utf8
20330,10062,henry f henry francis keenan,the iron game  a tale of the war,raw/10062/pg10062.txt.utf8
20331,41057,charles samuel keene,our people  from the collection of mr punch,raw/41057/pg41057.txt.utf8
20332,1470,h g henry george keene,the fall of the moghul empire of hindustan,raw/1470/pg1470.txt.utf8
20333,43935,william l keese,william e burton actor author and manager  a sketch of his career with recollections of his performances,raw/43935/pg43935.txt.utf8
20334,9406,adolph keitel,government by the brewers,raw/9406/pg9406.txt.utf8
20335,28689,marian keith,duncan polite the watchman of glenoro,raw/28689/pg28689.txt.utf8
20336,29023,marian keith,treasure valley,raw/29023/pg29023.txt.utf8
20337,26890,david h david henry keller,the rat racket,raw/26890/pg26890.txt.utf8
20338,42281,elizabeth leavitt keller,walt whitman in mickle street,raw/42281/pg42281.txt.utf8
20339,34504,gotfryd keller,seven legends,raw/34504/pg34504.txt.utf8
20340,27683,helen keller,the world i live in,raw/27683/pg27683.txt.utf8
20341,12093,helen keller,the song of the stone wall,raw/12093/pg12093.txt.utf8
20342,30062,teddy keller,the plague,raw/30062/pg30062.txt.utf8
20343,30483,ethel m ethel may kelley,outside inn,raw/30483/pg30483.txt.utf8
20344,16585,francis clement kelley,charred wood,raw/16585/pg16585.txt.utf8
20345,20644,ruth edna kelley,the book of halloween,raw/20644/pg20644.txt.utf8
20346,31705,william e william erskine kellicott,the social direction of evolution an outline of the science of eugenics,raw/31705/pg31705.txt.utf8
20347,12238,e e ella ervilla kellogg,science in the kitchen  a scientific treatise on food substances and their dietetic properties together with a practical explanation of the principles of healthful cookery and a large number of original palatable and wholesome recipes,raw/12238/pg12238.txt.utf8
